,bedroomcnt,bathroomcnt,calculatedfinishedsquarefeet,taxvaluedollarcnt,yearbuilt,taxamount,fips
22925,2.0,1.0,1196.0,62697.0,1953.0,1109.16,6037.0
22926,4.0,2.0,1528.0,454000.0,1954.0,5562.52,6037.0
22927,5.0,4.0,2234.0,543304.0,1952.0,6649.28,6037.0
22928,3.0,2.0,1256.0,362435.0,1954.0,4433.32,6037.0
22929,4.0,4.5,3929.0,954668.0,2000.0,10004.02,6059.0
22930,4.0,3.0,1682.0,276649.0,1951.0,3132.5,6059.0
22931,3.0,2.5,2272.0,895658.0,1976.0,10414.18,6059.0
22932,4.0,2.0,1944.0,66705.0,1954.0,993.1,6059.0
22933,4.0,2.5,2730.0,930447.0,1987.0,9435.7,6059.0
22934,3.0,3.5,3356.0,824451.0,1973.0,8292.26,6059.0
22935,2.0,2.0,675.0,312769.0,1952.0,4110.78,6037.0
22936,5.0,3.0,2526.0,583768.0,1989.0,7671.47,6037.0
22937,4.0,3.0,2771.0,289997.0,1961.0,3270.46,6059.0
22938,3.0,2.0,1316.0,409200.0,1959.0,5010.12,6037.0
22939,4.0,3.0,3215.0,554052.0,2006.0,9237.24,6037.0
22940,3.0,1.0,1087.0,201640.0,1950.0,2580.4,6037.0
22941,3.0,1.0,1197.0,269778.0,1955.0,3364.46,6059.0
22942,3.0,2.0,1258.0,848823.0,1923.0,10100.41,6037.0
22943,2.0,2.0,1719.0,975000.0,2008.0,9815.72,6059.0
22944,5.0,2.5,2246.0,725975.0,1964.0,7956.58,6059.0
22945,5.0,2.0,2574.0,708764.0,1957.0,7987.22,6059.0
22946,2.0,1.0,1406.0,26046.0,1907.0,402.66,6037.0
22947,5.0,3.5,3658.0,1193666.0,1970.0,13273.44,6111.0
22948,3.0,2.0,1537.0,74914.0,1952.0,1217.34,6037.0
22949,3.0,2.0,1192.0,324206.0,1965.0,4419.46,6037.0
22950,2.0,1.0,880.0,151063.0,1927.0,1906.9,6059.0
22951,4.0,2.0,1227.0,119999.0,1955.0,1423.32,6111.0
22952,3.0,2.0,1475.0,629455.0,1956.0,7210.03,6037.0
22953,2.0,2.0,2110.0,750000.0,1961.0,8299.86,6037.0
22954,2.0,1.0,1034.0,411253.0,1925.0,4955.55,6037.0
22955,3.0,4.0,2102.0,854985.0,1978.0,9649.4,6059.0
22956,4.0,3.0,1725.0,450000.0,1951.0,5530.86,6037.0
22957,5.0,6.0,6537.0,2716288.0,2007.0,30643.27,6037.0
22958,3.0,4.0,3497.0,2652599.0,1954.0,31994.64,6037.0
22959,2.0,1.0,1064.0,112711.0,1909.0,1422.45,6037.0
22960,3.0,1.0,1107.0,434018.0,1950.0,5216.78,6037.0
22961,4.0,3.0,2804.0,573278.0,1989.0,7737.48,6037.0
22962,2.0,2.0,1752.0,545629.0,1958.0,6500.21,6037.0
22963,5.0,3.0,2171.0,85277.0,1952.0,1257.4,6037.0
22964,2.0,2.0,1330.0,770000.0,1960.0,9455.71,6037.0
22965,4.0,2.0,1866.0,872000.0,1977.0,9197.66,6111.0
22966,3.0,2.0,1289.0,220208.0,1952.0,2880.86,6037.0
22967,4.0,3.0,2704.0,534533.0,1988.0,6271.04,6037.0
22968,3.0,1.0,1168.0,1525607.0,1952.0,18234.17,6037.0
22969,3.0,1.0,1154.0,60864.0,1952.0,917.32,6037.0
22970,4.0,3.0,2240.0,343793.0,1984.0,4847.84,6037.0
22971,3.0,2.5,1804.0,169436.0,1989.0,1854.26,6059.0
22972,4.0,4.0,2781.0,539746.0,2006.0,7164.5,6037.0
22973,2.0,1.0,1416.0,63527.0,1940.0,1315.86,6037.0
22974,3.0,2.0,1436.0,673011.0,1974.0,7771.84,6037.0
22975,4.0,4.5,3754.0,1849302.0,2004.0,23131.62,6059.0
22976,4.0,2.5,2595.0,1618434.0,2003.0,20597.5,6059.0
22977,5.0,6.0,5995.0,2630457.0,1997.0,31958.38,6059.0
22978,3.0,3.0,2033.0,529866.0,1967.0,6698.97,6037.0
22979,3.0,1.0,1007.0,433000.0,1944.0,12560.18,6037.0
22980,3.0,1.0,978.0,989868.0,1954.0,11969.68,6037.0
22981,3.0,2.0,2690.0,535000.0,2000.0,8984.59,6037.0
22982,2.0,1.0,892.0,258887.0,1928.0,3583.5,6037.0
22983,3.0,1.0,1008.0,206522.0,1944.0,2591.21,6037.0
22984,4.0,2.0,1566.0,296357.0,1970.0,3137.06,6111.0
22985,1.0,1.0,794.0,227816.0,1934.0,4362.8,6037.0
22986,4.0,2.5,2258.0,776916.0,2006.0,8734.54,6059.0
22987,4.0,2.0,1787.0,568101.0,1960.0,6852.47,6037.0
22988,4.0,2.0,1169.0,182143.0,1951.0,2607.96,6037.0
22989,4.0,3.5,2982.0,425084.0,1991.0,4735.28,6059.0
22990,2.0,2.0,1751.0,541128.0,1950.0,6684.51,6037.0
22991,3.0,2.0,1236.0,49442.0,1957.0,1190.9,6037.0
22992,3.0,2.5,1521.0,327120.0,1963.0,3740.72,6059.0
22993,3.0,2.0,1659.0,201410.0,1951.0,2664.9,6037.0
22994,3.0,2.0,1091.0,321201.0,1944.0,3875.73,6037.0
22995,4.0,3.5,4491.0,1120520.0,1980.0,11972.72,6111.0
22996,3.0,2.0,1153.0,288708.0,1951.0,3956.68,6037.0
22997,3.0,2.0,1445.0,424415.0,1950.0,5083.04,6059.0
22998,4.0,2.0,1552.0,369333.0,1959.0,4557.19,6037.0
22999,3.0,2.0,1539.0,315167.0,1944.0,3778.66,6037.0
23000,3.0,2.0,2480.0,1348899.0,1937.0,15433.94,6037.0
23001,3.0,2.0,1147.0,67536.0,1975.0,916.15,6037.0
23002,3.0,2.0,1056.0,129000.0,1982.0,1601.31,6037.0
23003,3.0,2.5,1755.0,750868.0,2008.0,8533.1,6059.0
23004,4.0,2.0,2217.0,946403.0,1946.0,10883.17,6037.0
23005,3.0,4.0,2092.0,1725924.0,2013.0,20736.49,6037.0
23006,4.0,3.5,2382.0,706315.0,1990.0,8953.28,6111.0
23007,5.0,2.0,1838.0,332638.0,1950.0,4210.5,6037.0
23008,3.0,2.0,1356.0,809989.0,1931.0,9953.7,6037.0
23009,3.0,2.0,1372.0,484643.0,1951.0,6031.33,6037.0
23010,2.0,1.0,703.0,490678.0,1948.0,5981.95,6037.0
23011,2.0,1.0,868.0,284269.0,1896.0,3525.63,6037.0
23012,4.0,3.0,2139.0,406289.0,1969.0,5182.76,6037.0
23013,3.0,2.0,1384.0,204312.0,1955.0,2559.56,6059.0
23014,1.0,1.0,806.0,213202.0,1944.0,2621.84,6037.0
23015,5.0,6.0,4093.0,1888364.0,2013.0,22681.79,6037.0
23016,3.0,2.0,1570.0,467014.0,1960.0,5791.79,6037.0
23017,4.0,2.0,1429.0,412449.0,1958.0,4421.28,6111.0
23018,5.0,3.0,2607.0,701569.0,1970.0,7987.52,6037.0
23019,5.0,4.0,3395.0,1144257.0,1968.0,14015.22,6037.0
23020,3.0,2.0,1230.0,386847.0,1968.0,4449.56,6037.0
23021,3.0,2.0,1283.0,136362.0,1996.0,2411.38,6037.0
23022,5.0,4.0,3391.0,717266.0,2000.0,8696.11,6037.0
23023,2.0,2.0,1433.0,92736.0,1949.0,1063.79,6037.0
23024,3.0,1.0,1112.0,85483.0,1954.0,1143.6,6037.0
23025,3.0,2.5,2012.0,114305.0,1976.0,1239.28,6111.0
23026,3.0,3.0,3228.0,812773.0,1978.0,9999.53,6037.0
23027,3.0,1.0,958.0,517777.0,1950.0,7415.72,6059.0
23028,3.0,4.0,4315.0,1620610.0,2013.0,19507.71,6037.0
23029,3.0,2.0,1144.0,268685.0,1972.0,3218.54,6059.0
23030,3.0,2.0,1611.0,483708.0,1971.0,5745.52,6059.0
23031,3.0,2.0,2028.0,298195.0,1978.0,3705.03,6037.0
23032,4.0,2.5,1968.0,305219.0,1971.0,3627.1,6059.0
23033,2.0,1.0,1055.0,385599.0,1926.0,4642.89,6037.0
23034,3.0,2.0,1889.0,1087309.0,1939.0,13044.98,6037.0
23035,3.0,3.0,3169.0,872099.0,2003.0,9618.44,6111.0
23036,3.0,2.0,1889.0,665372.0,1941.0,7882.94,6037.0
23037,3.0,2.0,1339.0,801084.0,1940.0,9390.38,6037.0
23038,4.0,3.5,2288.0,694720.0,2004.0,7989.92,6059.0
23039,4.0,2.0,1938.0,208558.0,1958.0,10310.56,6037.0
23040,4.0,2.0,1490.0,233360.0,1962.0,3028.06,6059.0
23041,4.0,3.0,1690.0,87763.0,1962.0,1259.17,6037.0
23042,3.0,4.0,3421.0,1609628.0,1930.0,19496.44,6037.0
23043,3.0,3.0,2290.0,680604.0,1964.0,7795.62,6059.0
23044,4.0,4.0,5286.0,2282816.0,1996.0,25183.93,6037.0
23045,3.0,2.0,1418.0,575017.0,1947.0,6962.71,6037.0
23046,5.0,3.0,2847.0,131000.0,1965.0,1689.58,6059.0
23047,3.0,2.0,1176.0,586000.0,1963.0,6645.74,6059.0
23048,4.0,3.5,2844.0,504852.0,2003.0,6273.0,6111.0
23049,2.0,1.0,600.0,21567.0,1952.0,318.0,6111.0
23050,2.0,2.0,1863.0,1042491.0,1948.0,12629.92,6037.0
23051,1.0,1.0,459.0,2444554.0,1931.0,27499.62,6059.0
23052,2.0,1.0,885.0,492320.0,1938.0,5465.72,6037.0
23053,4.0,2.5,2230.0,702607.0,1966.0,8118.54,6059.0
23054,3.0,1.5,1242.0,321993.0,1965.0,3882.94,6059.0
23055,2.0,1.0,926.0,338879.0,1949.0,4063.8,6059.0
23056,3.0,2.0,1480.0,400000.0,1961.0,5120.09,6037.0
23057,4.0,2.0,2502.0,196884.0,1952.0,1072.42,6037.0
23058,4.0,2.0,2824.0,1295000.0,1947.0,14302.33,6037.0
23059,4.0,2.0,1777.0,510439.0,1955.0,6086.02,6059.0
23060,2.0,2.0,1718.0,1014077.0,1925.0,12345.17,6037.0
23061,3.0,2.0,1698.0,78294.0,1959.0,1116.1,6059.0
23062,4.0,4.0,2459.0,479000.0,2007.0,12285.88,6111.0
23063,4.0,4.0,2459.0,479000.0,2007.0,12285.88,6111.0
23064,3.0,2.0,1280.0,235009.0,1986.0,2979.48,6059.0
23065,3.0,3.0,1557.0,166383.0,1984.0,2729.57,6037.0
23066,3.0,2.0,1391.0,97458.0,1958.0,1402.06,6059.0
23067,2.0,1.0,1276.0,249812.0,1949.0,3116.63,6037.0
23068,2.0,2.0,1085.0,541127.0,1936.0,6526.99,6037.0
23069,3.0,2.0,1443.0,380040.0,1948.0,4594.0,6037.0
23070,2.0,1.0,984.0,266647.0,1927.0,3530.37,6037.0
23071,3.0,3.0,1452.0,171325.0,1986.0,3025.15,6037.0
23072,3.0,2.0,1192.0,480000.0,1956.0,5557.18,6059.0
23073,4.0,2.0,2334.0,912790.0,1964.0,10083.76,6059.0
23074,3.0,3.0,2986.0,264059.0,2007.0,5673.52,6037.0
23075,3.0,2.5,2167.0,514730.0,1997.0,6460.68,6111.0
23076,3.0,2.0,1320.0,677171.0,1970.0,7625.9,6059.0
23077,3.0,2.0,1266.0,380000.0,1959.0,4786.71,6037.0
23078,3.0,2.0,1178.0,537000.0,1958.0,6184.14,6059.0
23079,2.0,2.0,1184.0,126776.0,1941.0,1980.41,6037.0
23080,3.0,2.0,2704.0,1786296.0,1952.0,36274.09,6037.0
23081,4.0,2.0,1640.0,219000.0,1997.0,4150.54,6037.0
23082,4.0,3.5,3960.0,1009579.0,2003.0,11807.72,6059.0
23083,4.0,4.0,3386.0,1193686.0,2009.0,14586.18,6037.0
23084,2.0,1.0,790.0,189843.0,1950.0,2393.83,6037.0
23085,2.0,1.0,884.0,104240.0,1916.0,1446.79,6037.0
23086,3.0,2.0,1288.0,55862.0,1951.0,1207.16,6037.0
23087,2.0,1.0,943.0,299858.0,1943.0,3611.9,6037.0
23088,4.0,2.5,2121.0,417154.0,1962.0,4584.62,6059.0
23089,3.0,2.0,1032.0,233876.0,1931.0,2941.77,6037.0
23090,3.0,2.0,912.0,555396.0,1964.0,6516.8,6111.0
23091,2.0,2.0,808.0,334619.0,1942.0,4129.51,6037.0
23092,4.0,3.0,2411.0,129842.0,1959.0,1945.96,6059.0
23093,3.0,1.0,952.0,51101.0,1970.0,1172.13,6037.0
23094,3.0,1.0,1267.0,79212.0,1939.0,1040.79,6037.0
23095,3.0,2.0,2551.0,1095000.0,1930.0,22023.8,6037.0
23096,3.0,2.0,1278.0,710126.0,1945.0,8657.26,6037.0
23097,4.0,2.5,2154.0,575000.0,1957.0,6781.58,6059.0
23098,4.0,2.0,1854.0,1052241.0,1965.0,12029.9,6037.0
23099,3.0,2.0,1665.0,900779.0,1926.0,10941.61,6037.0
23100,4.0,3.0,2946.0,249270.0,1969.0,3807.04,6037.0
23101,3.0,2.0,1339.0,68910.0,1949.0,1132.81,6037.0
23102,4.0,4.0,2547.0,819710.0,1965.0,10178.85,6037.0
23103,3.0,2.0,1338.0,225466.0,1955.0,2790.0,6059.0
23104,3.0,2.0,1638.0,611152.0,1958.0,7371.27,6037.0
23105,3.0,2.0,1475.0,82799.0,1972.0,1775.48,6037.0
23106,3.0,2.0,1289.0,63451.0,1957.0,2287.93,6037.0
23107,4.0,5.0,6655.0,2473593.0,1930.0,30176.87,6037.0
23108,3.0,2.0,1304.0,161000.0,1990.0,2818.02,6037.0
23109,3.0,2.0,1567.0,550000.0,1983.0,6738.1,6059.0
23110,3.0,2.0,2290.0,573909.0,1946.0,6375.76,6037.0
23111,5.0,3.0,2477.0,420256.0,1998.0,5964.56,6037.0
23112,3.0,2.0,1803.0,212282.0,1985.0,3392.3,6037.0
23113,3.0,2.0,1292.0,61085.0,1956.0,939.36,6059.0
23114,5.0,3.0,3050.0,495399.0,2000.0,6734.12,6037.0
23115,4.0,3.0,1736.0,497300.0,1989.0,6754.58,6037.0
23116,3.0,2.0,1412.0,89511.0,1962.0,1267.92,6059.0
23117,4.0,3.0,3500.0,470585.0,1980.0,5694.84,6059.0
23118,3.0,1.5,1110.0,533000.0,1959.0,6752.64,6059.0
23119,2.0,1.5,1088.0,172067.0,1965.0,2200.88,6059.0
23120,4.0,3.0,2398.0,790000.0,1974.0,9577.3,6037.0
23121,4.0,3.5,2736.0,938000.0,1962.0,10662.16,6059.0
23122,3.0,2.0,1134.0,157100.0,1997.0,2678.15,6037.0
23123,3.0,2.0,1673.0,405000.0,1942.0,5487.73,6037.0
23124,3.0,1.0,1093.0,50694.0,1928.0,636.48,6111.0
23125,4.0,2.0,1845.0,568540.0,1959.0,7016.23,6037.0
23126,4.0,2.0,2002.0,1078443.0,1936.0,13059.8,6037.0
23127,3.0,2.0,1986.0,286427.0,2013.0,4490.84,6037.0
23128,3.0,2.0,1963.0,112559.0,1942.0,1296.97,6037.0
23129,4.0,5.0,5194.0,4464326.0,1989.0,51448.08,6037.0
23130,5.0,6.0,3922.0,2944105.0,2010.0,34308.01,6037.0
23131,6.0,7.0,5828.0,1186000.0,1930.0,14778.97,6037.0
23132,3.0,1.0,1396.0,299267.0,1955.0,3466.06,6111.0
23133,3.0,3.0,1942.0,526658.0,1984.0,5912.26,6111.0
23134,3.0,2.0,1944.0,590000.0,1937.0,7201.43,6037.0
23135,3.0,3.0,2080.0,204793.0,1951.0,2426.45,6037.0
23136,3.0,3.0,1750.0,494957.0,1974.0,5724.84,6059.0
23137,3.0,2.0,1231.0,55857.0,1955.0,726.75,6037.0
23138,5.0,5.0,5249.0,626707.0,1986.0,7002.81,6037.0
23139,3.0,3.0,2029.0,296728.0,1953.0,3725.0,6037.0
23140,5.0,2.5,2376.0,458991.0,1966.0,5205.02,6059.0
23141,5.0,3.0,3463.0,238019.0,1969.0,3208.9,6037.0
23142,5.0,2.0,3016.0,346912.0,1907.0,4423.02,6037.0
23143,5.0,4.5,3889.0,1583432.0,1997.0,17188.64,6059.0
23144,3.0,2.0,1654.0,377424.0,1989.0,3835.48,6059.0
23145,3.0,2.0,1218.0,630000.0,1954.0,7639.39,6037.0
23146,3.0,3.0,1513.0,462902.0,1995.0,6743.36,6037.0
23147,4.0,3.0,2520.0,4769958.0,1956.0,57040.92,6037.0
23148,3.0,3.0,2062.0,169243.0,1958.0,2220.26,6037.0
23149,3.0,2.5,1993.0,678000.0,1986.0,7072.48,6059.0
23150,4.0,2.0,1356.0,57520.0,1955.0,759.41,6037.0
23151,3.0,3.0,2837.0,902909.0,1936.0,10928.69,6037.0
23152,6.0,2.0,1544.0,85836.0,1971.0,933.38,6111.0
23153,3.0,2.0,1672.0,222107.0,1962.0,2900.43,6037.0
23154,2.0,2.0,1812.0,288997.0,1959.0,3596.42,6037.0
23155,4.0,5.0,6149.0,3482035.0,2003.0,42056.56,6037.0
23156,2.0,1.0,1400.0,269153.0,1916.0,3333.17,6037.0
23157,2.0,1.0,974.0,312000.0,1912.0,3825.36,6037.0
23158,3.0,2.0,1471.0,94878.0,1972.0,934.04,6059.0
23159,3.0,2.0,1793.0,471862.0,1956.0,5805.08,6037.0
23160,2.0,1.0,928.0,533299.0,1923.0,6237.2,6037.0
23161,3.0,2.0,1818.0,468870.0,1962.0,5696.07,6037.0
23162,3.0,2.5,1929.0,662742.0,1976.0,6654.36,6059.0
23163,3.0,1.0,1333.0,341724.0,1951.0,4211.8,6037.0
23164,2.0,2.0,1060.0,51309.0,1956.0,971.83,6037.0
23165,3.0,2.0,1724.0,566927.0,1972.0,5860.22,6059.0
23166,4.0,2.5,2122.0,485437.0,1982.0,5171.16,6111.0
23167,4.0,2.5,2649.0,798000.0,1983.0,8396.84,6059.0
23168,5.0,4.0,3638.0,197540.0,1964.0,2685.61,6037.0
23169,2.0,3.0,1407.0,725000.0,1938.0,8358.74,6037.0
23170,2.0,1.0,855.0,629603.0,1928.0,7535.2,6037.0
23171,5.0,3.5,2819.0,1055204.0,1999.0,13581.04,6059.0
23172,3.0,2.5,1618.0,631675.0,1968.0,6527.36,6059.0
23173,3.0,3.0,1873.0,1012638.0,1996.0,12020.48,6037.0
23174,4.0,3.0,1708.0,173842.0,1952.0,5436.69,6037.0
23175,4.0,3.0,3030.0,522321.0,2010.0,6302.59,6037.0
23176,3.0,1.0,1039.0,70453.0,1951.0,994.34,6037.0
23177,3.0,2.0,1481.0,679340.0,1954.0,8138.83,6037.0
23178,4.0,3.0,2095.0,234917.0,1961.0,3002.12,6037.0
23179,2.0,1.0,1140.0,71616.0,1941.0,905.5,6037.0
23180,3.0,3.0,2566.0,1340329.0,1949.0,16087.57,6037.0
23181,2.0,2.0,1503.0,353390.0,1977.0,3523.94,6059.0
23182,3.0,1.0,1238.0,454501.0,1952.0,5568.76,6037.0
23183,3.0,2.0,1357.0,129223.0,1957.0,1697.35,6037.0
23184,4.0,2.0,1193.0,282824.0,1962.0,3388.28,6111.0
23185,3.0,2.0,1225.0,50068.0,1961.0,968.73,6037.0
23186,3.0,2.0,1360.0,333862.0,1967.0,3386.64,6059.0
23187,3.0,2.0,1646.0,647025.0,1939.0,7624.06,6037.0
23188,4.0,4.0,2952.0,398831.0,1951.0,4935.85,6037.0
23189,4.0,6.0,5724.0,2084048.0,1988.0,25359.83,6037.0
23190,4.0,3.0,2069.0,273283.0,1964.0,3382.42,6111.0
23191,5.0,3.0,2813.0,786818.0,1964.0,10307.53,6037.0
23192,3.0,3.0,1604.0,355650.0,1987.0,4554.9,6037.0
23193,4.0,3.0,2933.0,854031.0,1990.0,10572.06,6037.0
23194,5.0,3.0,2364.0,412404.0,1996.0,4121.12,6059.0
23195,2.0,1.0,676.0,245167.0,1936.0,3297.46,6037.0
23196,3.0,3.0,1841.0,502950.0,1945.0,5929.09,6037.0
23197,4.0,3.0,2740.0,676052.0,1979.0,6912.48,6059.0
23198,4.0,2.0,1208.0,338073.0,1948.0,4503.45,6037.0
23199,3.0,3.0,3483.0,827618.0,2002.0,9257.36,6111.0
23200,3.0,1.0,1140.0,263135.0,1950.0,3298.49,6037.0
23201,3.0,2.5,1397.0,589000.0,1996.0,8223.56,6059.0
23202,4.0,3.0,2081.0,760000.0,1996.0,7570.64,6059.0
23203,3.0,2.0,1396.0,430734.0,1960.0,5193.03,6037.0
23204,4.0,3.5,3211.0,1045706.0,1996.0,11212.48,6111.0
23205,5.0,3.0,1496.0,432902.0,1926.0,5495.98,6037.0
23206,3.0,2.0,1465.0,63075.0,1964.0,1054.38,6111.0
23207,4.0,2.0,1800.0,975685.0,1912.0,11790.18,6037.0
23208,4.0,3.0,3050.0,2634573.0,1950.0,31664.99,6037.0
23209,4.0,2.0,1440.0,447100.0,1966.0,5952.35,6037.0
23210,4.0,2.0,1608.0,471075.0,1964.0,5429.04,6111.0
23211,3.0,3.0,1565.0,364898.0,1997.0,7470.48,6037.0
23212,3.0,1.0,1016.0,54624.0,1947.0,1035.36,6037.0
23213,3.0,2.0,1152.0,424247.0,1962.0,5683.68,6037.0
23214,3.0,3.0,2539.0,519330.0,1954.0,6355.45,6037.0
23215,3.0,2.0,2457.0,713113.0,1965.0,7294.36,6059.0
23216,3.0,2.5,1605.0,396304.0,1987.0,4029.02,6059.0
23217,2.0,1.0,960.0,451000.0,1920.0,5443.21,6037.0
23218,3.0,2.0,2475.0,788351.0,1931.0,9344.72,6037.0
23219,4.0,3.0,3186.0,858457.0,1983.0,10421.03,6037.0
23220,4.0,3.0,2551.0,750000.0,1989.0,7702.48,6059.0
23221,3.0,2.0,1404.0,566456.0,1941.0,6970.41,6037.0
23222,3.0,2.0,1608.0,106774.0,1947.0,1531.68,6037.0
23223,4.0,4.0,2884.0,1352305.0,1995.0,15392.78,6059.0
23224,3.0,3.0,1377.0,268292.0,1956.0,3397.34,6037.0
23225,4.0,2.0,1524.0,503000.0,1977.0,5984.16,6037.0
23226,3.0,2.0,1737.0,471011.0,1976.0,6499.25,6037.0
23227,3.0,3.0,1810.0,350000.0,1992.0,6090.83,6037.0
23228,4.0,2.5,2633.0,548992.0,1971.0,5603.28,6059.0
23229,4.0,2.5,2465.0,552846.0,1998.0,5543.8,6059.0
23230,4.0,4.5,4673.0,1466439.0,2006.0,21589.94,6059.0
23231,4.0,3.0,2280.0,212239.0,1954.0,1331.63,6037.0
23232,3.0,2.0,1927.0,598481.0,1975.0,6005.6,6059.0
23233,2.0,2.0,1204.0,501457.0,1964.0,5094.62,6059.0
23234,1.0,1.0,912.0,306399.0,1924.0,4294.43,6037.0
23235,2.0,1.0,951.0,565916.0,1955.0,7056.61,6037.0
23236,3.0,2.0,1261.0,332569.0,1955.0,4016.13,6037.0
23237,4.0,3.0,2408.0,858864.0,1964.0,10501.5,6037.0
23238,4.0,3.0,2916.0,642089.0,2000.0,7495.44,6059.0
23239,4.0,4.5,3942.0,1350722.0,2005.0,20436.28,6059.0
23240,4.0,4.0,1935.0,1102648.0,2002.0,11827.58,6037.0
23241,4.0,2.0,1474.0,369634.0,1952.0,4663.51,6037.0
23242,3.0,2.0,1721.0,698985.0,1955.0,8894.35,6037.0
23243,2.0,1.0,1067.0,388000.0,1939.0,5281.85,6037.0
23244,3.0,3.0,2471.0,395742.0,1992.0,4708.56,6059.0
23245,4.0,2.5,2334.0,616625.0,1976.0,6950.16,6059.0
23246,3.0,3.0,2118.0,355700.0,1984.0,4405.12,6059.0
23247,2.0,1.0,1020.0,445000.0,1971.0,4607.5,6059.0
23248,5.0,6.0,4303.0,1506701.0,1979.0,18370.91,6037.0
23249,2.0,1.0,872.0,337000.0,1947.0,4597.04,6037.0
23250,2.0,1.0,756.0,479197.0,1923.0,5859.03,6037.0
23251,3.0,3.0,2279.0,1066356.0,1948.0,13174.31,6037.0
23252,4.0,3.5,3705.0,725113.0,2007.0,8227.1,6059.0
23253,3.0,3.0,1909.0,330420.0,1976.0,3659.72,6111.0
23254,4.0,3.0,2978.0,1187329.0,1976.0,13457.62,6037.0
23255,4.0,2.0,1970.0,533000.0,1978.0,6096.16,6111.0
23256,2.0,2.0,1047.0,439000.0,1968.0,5436.1,6111.0
23257,4.0,3.0,1770.0,183979.0,1989.0,3233.84,6037.0
23258,4.0,3.0,1957.0,229457.0,1989.0,3753.97,6037.0
23259,3.0,2.0,1260.0,828443.0,1957.0,9985.13,6037.0
23260,4.0,1.5,1226.0,441000.0,1962.0,5188.8,6111.0
23261,3.0,1.5,1239.0,192147.0,1964.0,1958.44,6059.0
23262,4.0,2.0,1882.0,135149.0,1959.0,1829.4,6059.0
23263,4.0,3.5,3828.0,1812185.0,2003.0,19828.32,6059.0
23264,3.0,2.5,1979.0,411479.0,1987.0,4182.58,6059.0
23265,3.0,3.0,1930.0,266770.0,1960.0,3282.77,6037.0
23266,4.0,3.0,2298.0,981363.0,1973.0,11209.44,6037.0
23267,4.0,3.0,1510.0,462000.0,1952.0,5587.11,6037.0
23268,3.0,2.0,1756.0,1379351.0,1957.0,15732.36,6037.0
23269,4.0,3.0,2829.0,753337.0,2004.0,12374.2,6059.0
23270,3.0,4.0,3306.0,3232454.0,2000.0,35807.62,6059.0
23271,3.0,2.0,1456.0,258410.0,1962.0,2761.56,6111.0
23272,2.0,1.0,690.0,307000.0,1920.0,3693.44,6037.0
23273,3.0,2.0,2244.0,475136.0,1959.0,5845.65,6037.0
23274,4.0,4.0,3096.0,373964.0,1955.0,4757.8,6037.0
23275,3.0,2.0,1491.0,367452.0,1968.0,4321.91,6037.0
23276,3.0,2.5,2017.0,724874.0,1969.0,8305.74,6059.0
23277,4.0,2.0,1886.0,81334.0,1957.0,1298.66,6037.0
23278,3.0,2.0,1384.0,189000.0,1991.0,3217.38,6037.0
23279,3.0,2.0,1622.0,259655.0,1961.0,3334.32,6037.0
23280,5.0,2.0,1295.0,1000000.0,1952.0,12065.84,6037.0
23281,2.0,3.0,3160.0,559560.0,1954.0,7411.42,6037.0
23282,3.0,2.0,1639.0,132626.0,1976.0,2308.04,6037.0
23283,3.0,3.0,2369.0,761117.0,1965.0,7788.98,6059.0
23284,5.0,3.0,2364.0,848000.0,2002.0,9565.08,6059.0
23285,3.0,3.0,1910.0,172225.0,1954.0,2207.83,6037.0
23286,4.0,2.0,2118.0,212814.0,1959.0,2858.84,6059.0
23287,3.0,2.0,1650.0,180180.0,1972.0,2311.24,6111.0
23288,3.0,2.0,1078.0,159770.0,1985.0,2797.79,6037.0
23289,3.0,2.5,2053.0,700285.0,1973.0,8151.12,6059.0
23290,2.0,2.0,1981.0,1352305.0,1948.0,16361.38,6037.0
23291,3.0,2.5,2591.0,463504.0,1982.0,5063.64,6059.0
23292,3.0,3.0,1336.0,333000.0,2005.0,4278.78,6037.0
23293,4.0,2.0,1650.0,842657.0,1957.0,9740.5,6059.0
23294,4.0,2.0,2781.0,295518.0,1962.0,3806.87,6037.0
23295,2.0,2.0,1185.0,322468.0,1978.0,3826.08,6111.0
23296,4.0,2.5,1551.0,332566.0,1965.0,3575.04,6111.0
23297,4.0,3.0,2153.0,198304.0,1989.0,3298.99,6037.0
23298,4.0,2.0,1717.0,370015.0,1941.0,4673.9,6037.0
23299,5.0,3.0,2812.0,682828.0,2001.0,9752.9,6059.0
23300,4.0,3.0,2790.0,738566.0,1994.0,7018.6,6059.0
23301,2.0,2.0,1474.0,546122.0,1956.0,6792.21,6037.0
23302,2.0,1.0,910.0,389000.0,1942.0,4660.35,6037.0
23303,4.0,2.0,2000.0,420049.0,1964.0,4861.62,6059.0
23304,2.0,3.0,1878.0,969000.0,1991.0,11736.49,6037.0
23305,4.0,2.5,1950.0,437000.0,1977.0,5061.78,6111.0
23306,5.0,5.5,4706.0,1400000.0,2004.0,21424.34,6059.0
23307,2.0,2.0,1151.0,375134.0,1976.0,4465.62,6059.0
23308,3.0,2.0,1681.0,253142.0,1986.0,3119.16,6111.0
23309,3.0,2.0,1821.0,930744.0,1973.0,10337.5,6059.0
23310,4.0,2.0,2051.0,206416.0,1965.0,2406.66,6059.0
23311,3.0,2.0,1493.0,73473.0,1955.0,948.88,6037.0
